8861.606299,0,0,0,0,0,0,515.8383995,0,0,684.9598927,0,0,0,0,0,615.3284836,0,0,205099.674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,628.555136,0,0,0,0,0,121.3480234,0,0,162.3590851,0,0,7.383476539,0,0,1.788563799,4.887698829,0,596.1593878,105.5268896,0,0,0,0,0,0,0,70.865651,0,0,442.3434281,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,818.579719,0,0,0,0,23.41223971,0,0,33.49078815,0,0,14.46749583,0,0,0.230617402,52.17169687,0,76.86878659,1126.402646,0,0,0,0,0,0,0,133.273104,0,0,831.8907802,0,0,0,0,0,48.75110549,0,0,199.2088534,0,0,1095.633557,0,0
198.4291798,0,0,811.4442346,0,0,0,201.7647103,0,0,269.4921367,0,0,9.497899402,0,0,16.5843227,375.0514579,0,5527.842883,8097.473917,0,0,0,0,0,0,0,26.10693268,0,0,162.9594865,0,0,0,0,0,3.446776013,0,0,14.08436364,0,0,350.9066465,0,0
0,3801.657236,0,0,8412.854921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563.3650756,0,0,608.3298514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,390.719253,0,0,2442.711205,0,0,0,0,0,0,0,0,0,55.75508122,0.174737171,9.885417568,32445.05121,58.24293478,213.4291421,0.273337353,0,0,4.894684731,0,0,1.853862483,78.99353933,0,0,493.077711,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1670.261659,0,0,4659.588159,0,0,0,0,0,0,0,0,50.13378408,0,11.35145266,29173.9005,0,245.0812813,0.013591194,0,0,0.01467597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,408.4755816,0,0,3457.290328,0,0,0,0,0,0,0,0,19.3628766,0.159216176,0,6453.983171,3.437525189,0,0,0,0,0,0,0,3.431873105,0,0,21.42175359,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,650.1616573,0,0,19412.46343,0,0,0,0,0,0,0,0,3.348830445,0,0,72.30225776,0,0,0,0,0,0,0,16.93372981,0,0,105.7003498,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,64.46124219,45.30110935,140.0465399,722.8065732,1352.59611,466.8830189,235.3149879,0,0,0,0,0.020052276,4.364933633,33.13198892,14.1816584,1454.908214,715.329618,7.750408332,0,0,10.76251735,0,0,4.337454311,4.139709355,0,0,25.84006781,0,0,0,0,0,88.26853309,0,0,360.6866571,0,0,2003.434916,0,0
