ID_PU,PU,ID_LC2,2010,C_T2,ID_LC1,2005,C_T1,Freq,Ha,EM,SQ,LU_CHG
1,Hutan Lindung,1,Hutan Primer,261.52,1,Hutan Primer,261.52,3809,3809,0,0,Hutan Primer to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,2,Hutan bekas tebangan kerapatan tinggi,192.81,0,0,0,0,Hutan bekas tebangan kerapatan tinggi to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,3,Hutan bekas tebangan kerapatan rendah,129.97,0,0,0,0,Hutan bekas tebangan kerapatan rendah to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,4,Hutan Rawa Primer,261.52,0,0,0,0,Hutan Rawa Primer to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,5,Hutan Rawa Sekunder,141.3,0,0,0,0,Hutan Rawa Sekunder to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,6,Hutan Rawa Primer Gambut,261.52,0,0,0,0,Hutan Rawa Primer Gambut to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,7,Hutan Rawa Sekunder Gambut,141.3,0,0,0,0,Hutan Rawa Sekunder Gambut to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,8,Hutan Mangrove Primer,261.52,0,0,0,0,Hutan Mangrove Primer to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,9,Hutan Mangrove Sekunder,129.97,0,0,0,0,Hutan Mangrove Sekunder to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,10,Agroforestri karet,69,0,0,0,0,Agroforestri karet to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,11,Agoroforestri kelapa/pinang,31.8,0,0,0,0,Agoroforestri kelapa/pinang to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,12,Agroforestri kayu manis,61.6,0,0,0,0,Agroforestri kayu manis to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,13,Agroforestri kopi,47.6,0,0,0,0,Agroforestri kopi to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,14,Kebun campuran,73.21,0,0,0,0,Kebun campuran to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,15,HTI Akasia,57.9,0,0,0,0,HTI Akasia to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,16,Karet monokultur,40.5,0,0,0,0,Karet monokultur to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,17,Kelapa sawit,40,0,0,0,0,Kelapa sawit to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,18,Kelapa,54.96,0,0,0,0,Kelapa to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,19,Semak,43,0,0,0,0,Semak to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,20,Lahan pertanian,9.5,0,0,0,0,Lahan pertanian to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,21,Sawah,0.99,0,0,0,0,Sawah to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,22,Perkebunan the,43,0,0,0,0,Perkebunan the to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,23,Rumput,3.35,0,0,0,0,Rumput to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,24,Lahan terbuka,3.35,0,0,0,0,Lahan terbuka to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,25,Pemukiman,4.14,0,0,0,0,Pemukiman to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,26,Agroforestri karet gambut,69,0,0,0,0,Agroforestri karet gambut to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,27,Agoroforestri kelapa/pinang gambut,31.8,0,0,0,0,Agoroforestri kelapa/pinang gambut to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,29,Agroforestri kopi gambut,47.6,0,0,0,0,Agroforestri kopi gambut to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,30,Kebun campuran gambut,73.21,0,0,0,0,Kebun campuran gambut to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,31,HTI Akasia gambut,57.9,0,0,0,0,HTI Akasia gambut to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,32,Karet monokultur gambut,40.5,0,0,0,0,Karet monokultur gambut to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,33,Kelapa sawit gambut,40,0,0,0,0,Kelapa sawit gambut to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,34,Kelapa gambut,54.96,0,0,0,0,Kelapa gambut to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,35,Semak gambut,43,0,0,0,0,Semak gambut to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,36,Lahan pertanian gambut,9.5,0,0,0,0,Lahan pertanian gambut to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,37,Sawah gambut,0.99,0,0,0,0,Sawah gambut to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,39,Rumput gambut,3.35,0,0,0,0,Rumput gambut to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,40,Lahan terbuka gambut,3.35,0,0,0,0,Lahan terbuka gambut to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,41,Pemukiman gambut,4.14,0,0,0,0,Pemukiman gambut to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,42,Air,0,0,0,0,0,Air to Hutan Primer
1,Hutan Lindung,1,Hutan Primer,261.52,43,Kayu manis monokultur,61.6,0,0,0,0,Kayu manis monokultur to Hutan Primer
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,1,Hutan Primer,261.52,1181,1181,297807.6917,0,Hutan Primer to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,2,Hutan bekas tebangan kerapatan tinggi,192.81,745,745,0,0,Hutan bekas tebangan kerapatan tinggi to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,3,Hutan bekas tebangan kerapatan rendah,129.97,0,0,0,0,Hutan bekas tebangan kerapatan rendah to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,4,Hutan Rawa Primer,261.52,0,0,0,0,Hutan Rawa Primer to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,5,Hutan Rawa Sekunder,141.3,0,0,0,0,Hutan Rawa Sekunder to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,6,Hutan Rawa Primer Gambut,261.52,0,0,0,0,Hutan Rawa Primer Gambut to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,7,Hutan Rawa Sekunder Gambut,141.3,0,0,0,0,Hutan Rawa Sekunder Gambut to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,8,Hutan Mangrove Primer,261.52,0,0,0,0,Hutan Mangrove Primer to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,9,Hutan Mangrove Sekunder,129.97,0,0,0,0,Hutan Mangrove Sekunder to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,10,Agroforestri karet,69,0,0,0,0,Agroforestri karet to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,11,Agoroforestri kelapa/pinang,31.8,0,0,0,0,Agoroforestri kelapa/pinang to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,12,Agroforestri kayu manis,61.6,0,0,0,0,Agroforestri kayu manis to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,13,Agroforestri kopi,47.6,0,0,0,0,Agroforestri kopi to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,14,Kebun campuran,73.21,0,0,0,0,Kebun campuran to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,15,HTI Akasia,57.9,0,0,0,0,HTI Akasia to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,16,Karet monokultur,40.5,0,0,0,0,Karet monokultur to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,17,Kelapa sawit,40,0,0,0,0,Kelapa sawit to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,18,Kelapa,54.96,0,0,0,0,Kelapa to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,19,Semak,43,0,0,0,0,Semak to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,20,Lahan pertanian,9.5,0,0,0,0,Lahan pertanian to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,21,Sawah,0.99,0,0,0,0,Sawah to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,22,Perkebunan the,43,0,0,0,0,Perkebunan the to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,23,Rumput,3.35,0,0,0,0,Rumput to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,24,Lahan terbuka,3.35,0,0,0,0,Lahan terbuka to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,25,Pemukiman,4.14,0,0,0,0,Pemukiman to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,26,Agroforestri karet gambut,69,0,0,0,0,Agroforestri karet gambut to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,27,Agoroforestri kelapa/pinang gambut,31.8,0,0,0,0,Agoroforestri kelapa/pinang gambut to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,29,Agroforestri kopi gambut,47.6,0,0,0,0,Agroforestri kopi gambut to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,30,Kebun campuran gambut,73.21,0,0,0,0,Kebun campuran gambut to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,31,HTI Akasia gambut,57.9,0,0,0,0,HTI Akasia gambut to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,32,Karet monokultur gambut,40.5,0,0,0,0,Karet monokultur gambut to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,33,Kelapa sawit gambut,40,0,0,0,0,Kelapa sawit gambut to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,34,Kelapa gambut,54.96,0,0,0,0,Kelapa gambut to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,35,Semak gambut,43,0,0,0,0,Semak gambut to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,36,Lahan pertanian gambut,9.5,0,0,0,0,Lahan pertanian gambut to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,37,Sawah gambut,0.99,0,0,0,0,Sawah gambut to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,39,Rumput gambut,3.35,0,0,0,0,Rumput gambut to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,40,Lahan terbuka gambut,3.35,0,0,0,0,Lahan terbuka gambut to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,41,Pemukiman gambut,4.14,0,0,0,0,Pemukiman gambut to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,42,Air,0,0,0,0,0,Air to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,2,Hutan bekas tebangan kerapatan tinggi,192.81,43,Kayu manis monokultur,61.6,0,0,0,0,Kayu manis monokultur to Hutan bekas tebangan kerapatan tinggi
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,1,Hutan Primer,261.52,146,146,70487.121,0,Hutan Primer to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,2,Hutan bekas tebangan kerapatan tinggi,192.81,29,29,6688.0612,0,Hutan bekas tebangan kerapatan tinggi to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,3,Hutan bekas tebangan kerapatan rendah,129.97,46,46,0,0,Hutan bekas tebangan kerapatan rendah to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,4,Hutan Rawa Primer,261.52,0,0,0,0,Hutan Rawa Primer to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,5,Hutan Rawa Sekunder,141.3,0,0,0,0,Hutan Rawa Sekunder to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,6,Hutan Rawa Primer Gambut,261.52,0,0,0,0,Hutan Rawa Primer Gambut to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,7,Hutan Rawa Sekunder Gambut,141.3,0,0,0,0,Hutan Rawa Sekunder Gambut to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,8,Hutan Mangrove Primer,261.52,0,0,0,0,Hutan Mangrove Primer to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,9,Hutan Mangrove Sekunder,129.97,0,0,0,0,Hutan Mangrove Sekunder to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,10,Agroforestri karet,69,0,0,0,0,Agroforestri karet to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,11,Agoroforestri kelapa/pinang,31.8,0,0,0,0,Agoroforestri kelapa/pinang to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,12,Agroforestri kayu manis,61.6,0,0,0,0,Agroforestri kayu manis to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,13,Agroforestri kopi,47.6,0,0,0,0,Agroforestri kopi to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,14,Kebun campuran,73.21,0,0,0,0,Kebun campuran to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,15,HTI Akasia,57.9,0,0,0,0,HTI Akasia to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,16,Karet monokultur,40.5,0,0,0,0,Karet monokultur to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,17,Kelapa sawit,40,0,0,0,0,Kelapa sawit to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,18,Kelapa,54.96,0,0,0,0,Kelapa to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,19,Semak,43,0,0,0,0,Semak to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,20,Lahan pertanian,9.5,0,0,0,0,Lahan pertanian to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,21,Sawah,0.99,0,0,0,0,Sawah to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,22,Perkebunan the,43,0,0,0,0,Perkebunan the to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,23,Rumput,3.35,0,0,0,0,Rumput to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,24,Lahan terbuka,3.35,0,0,0,0,Lahan terbuka to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,25,Pemukiman,4.14,0,0,0,0,Pemukiman to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,26,Agroforestri karet gambut,69,0,0,0,0,Agroforestri karet gambut to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,27,Agoroforestri kelapa/pinang gambut,31.8,0,0,0,0,Agoroforestri kelapa/pinang gambut to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,29,Agroforestri kopi gambut,47.6,0,0,0,0,Agroforestri kopi gambut to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,30,Kebun campuran gambut,73.21,0,0,0,0,Kebun campuran gambut to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,31,HTI Akasia gambut,57.9,0,0,0,0,HTI Akasia gambut to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,32,Karet monokultur gambut,40.5,0,0,0,0,Karet monokultur gambut to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,33,Kelapa sawit gambut,40,0,0,0,0,Kelapa sawit gambut to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,34,Kelapa gambut,54.96,0,0,0,0,Kelapa gambut to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,35,Semak gambut,43,0,0,0,0,Semak gambut to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,36,Lahan pertanian gambut,9.5,0,0,0,0,Lahan pertanian gambut to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,37,Sawah gambut,0.99,0,0,0,0,Sawah gambut to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,39,Rumput gambut,3.35,0,0,0,0,Rumput gambut to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,40,Lahan terbuka gambut,3.35,0,0,0,0,Lahan terbuka gambut to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,41,Pemukiman gambut,4.14,0,0,0,0,Pemukiman gambut to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,42,Air,0,0,0,0,0,Air to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,3,Hutan bekas tebangan kerapatan rendah,129.97,43,Kayu manis monokultur,61.6,0,0,0,0,Kayu manis monokultur to Hutan bekas tebangan kerapatan rendah
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,1,Hutan Primer,261.52,0,0,0,0,Hutan Primer to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,2,Hutan bekas tebangan kerapatan tinggi,192.81,0,0,0,0,Hutan bekas tebangan kerapatan tinggi to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,3,Hutan bekas tebangan kerapatan rendah,129.97,0,0,0,0,Hutan bekas tebangan kerapatan rendah to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,4,Hutan Rawa Primer,261.52,0,0,0,0,Hutan Rawa Primer to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,5,Hutan Rawa Sekunder,141.3,0,0,0,0,Hutan Rawa Sekunder to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,6,Hutan Rawa Primer Gambut,261.52,0,0,0,0,Hutan Rawa Primer Gambut to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,7,Hutan Rawa Sekunder Gambut,141.3,0,0,0,0,Hutan Rawa Sekunder Gambut to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,8,Hutan Mangrove Primer,261.52,0,0,0,0,Hutan Mangrove Primer to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,9,Hutan Mangrove Sekunder,129.97,0,0,0,0,Hutan Mangrove Sekunder to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,10,Agroforestri karet,69,0,0,0,0,Agroforestri karet to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,11,Agoroforestri kelapa/pinang,31.8,0,0,0,0,Agoroforestri kelapa/pinang to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,12,Agroforestri kayu manis,61.6,0,0,0,0,Agroforestri kayu manis to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,13,Agroforestri kopi,47.6,0,0,0,0,Agroforestri kopi to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,14,Kebun campuran,73.21,0,0,0,0,Kebun campuran to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,15,HTI Akasia,57.9,0,0,0,0,HTI Akasia to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,16,Karet monokultur,40.5,0,0,0,0,Karet monokultur to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,17,Kelapa sawit,40,0,0,0,0,Kelapa sawit to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,18,Kelapa,54.96,0,0,0,0,Kelapa to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,19,Semak,43,0,0,0,0,Semak to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,20,Lahan pertanian,9.5,0,0,0,0,Lahan pertanian to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,21,Sawah,0.99,0,0,0,0,Sawah to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,22,Perkebunan the,43,0,0,0,0,Perkebunan the to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,23,Rumput,3.35,0,0,0,0,Rumput to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,24,Lahan terbuka,3.35,0,0,0,0,Lahan terbuka to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,25,Pemukiman,4.14,0,0,0,0,Pemukiman to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,26,Agroforestri karet gambut,69,0,0,0,0,Agroforestri karet gambut to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,27,Agoroforestri kelapa/pinang gambut,31.8,0,0,0,0,Agoroforestri kelapa/pinang gambut to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,29,Agroforestri kopi gambut,47.6,0,0,0,0,Agroforestri kopi gambut to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,30,Kebun campuran gambut,73.21,0,0,0,0,Kebun campuran gambut to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,31,HTI Akasia gambut,57.9,0,0,0,0,HTI Akasia gambut to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,32,Karet monokultur gambut,40.5,0,0,0,0,Karet monokultur gambut to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,33,Kelapa sawit gambut,40,0,0,0,0,Kelapa sawit gambut to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,34,Kelapa gambut,54.96,0,0,0,0,Kelapa gambut to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,35,Semak gambut,43,0,0,0,0,Semak gambut to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,36,Lahan pertanian gambut,9.5,0,0,0,0,Lahan pertanian gambut to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,37,Sawah gambut,0.99,0,0,0,0,Sawah gambut to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,39,Rumput gambut,3.35,0,0,0,0,Rumput gambut to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,40,Lahan terbuka gambut,3.35,0,0,0,0,Lahan terbuka gambut to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,41,Pemukiman gambut,4.14,0,0,0,0,Pemukiman gambut to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,42,Air,0,0,0,0,0,Air to Hutan Rawa Primer
1,Hutan Lindung,4,Hutan Rawa Primer,261.52,43,Kayu manis monokultur,61.6,0,0,0,0,Kayu manis monokultur to Hutan Rawa Primer
1,Hutan Lindung,5,Hutan Rawa Sekunder,141.3,1,Hutan Primer,261.52,0,0,0,0,Hutan Primer to Hutan Rawa Sekunder
1,Hutan Lindung,5,Hutan Rawa Sekunder,141.3,2,Hutan bekas tebangan kerapatan tinggi,192.81,0,0,0,0,Hutan bekas tebangan kerapatan tinggi to Hutan Rawa Sekunder
1,Hutan Lindung,5,Hutan Rawa Sekunder,141.3,3,Hutan bekas tebangan kerapatan rendah,129.97,0,0,0,0,Hutan bekas tebangan kerapatan rendah to Hutan Rawa Sekunder
1,Hutan Lindung,5,Hutan Rawa Sekunder,141.3,4,Hutan Rawa Primer,261.52,0,0,0,0,Hutan Rawa Primer to Hutan Rawa Sekunder
