Transition_From*, Transition_To*, Variable*, Range_Lower_Limit*, Range_Upper_Limit*, Possible_Transitions, Executed_Transitions, Weight_Coefficient, Contrast, Significant, 
16, 10, static/dist2protect, 56600, 56700, 68, 2, -0.9269854962905, -0.927477524660222, 0, 
16, 10, static/dist2protect, 56700, 56800, 67, 4, -0.187318300095662, -0.187451090798784, 0, 
16, 10, static/dist2protect, 56800, 56900, 70, 3, -0.536558265546876, -0.53690153904239, 0, 
16, 10, static/dist2protect, 56900, 57000, 76, 6, 0.112786292354676, 0.112889438337038, 0, 
16, 10, static/dist2protect, 57000, 57100, 71, 4, -0.248876193095096, -0.249058345185282, 0, 
16, 10, static/dist2protect, 57100, 57200, 74, 5, -0.0551465269871792, -0.055192213315015, 0, 
16, 10, static/dist2protect, 57200, 57300, 73, 2, -1.00001063130539, -1.00056436407404, 0, 
16, 10, static/dist2protect, 57300, 57400, 88, 1, -1.8963860534786, -1.8972983354155, 0, 
16, 10, static/dist2protect, 57400, 57500, 91, 0, 0, 0, 0, 
16, 10, static/dist2protect, 57500, 57600, 87, 1, -1.88482523107753, -1.88572516939268, 0, 
16, 10, static/dist2protect, 57600, 57800, 163, 4, -1.11308777592436, -1.11440591292439, 1, 
16, 10, static/dist2protect, 57800, 57900, 65, 3, -0.459000031201002, -0.459281603343385, 0, 
16, 10, static/dist2protect, 57900, 58000, 67, 1, -1.62013267685045, -1.620785774722, 0, 
16, 10, static/dist2protect, 58000, 58100, 67, 3, -0.490748729515582, -0.491054981742373, 0, 
16, 10, static/dist2protect, 58100, 58200, 63, 5, 0.118516967063661, 0.118607022037793, 0, 
16, 10, static/dist2protect, 58200, 58500, 167, 11, -0.0824386692751866, -0.0825911656213685, 0, 
16, 10, static/dist2protect, 58500, 58600, 54, 5, 0.287139679499454, 0.287340781835399, 0, 
16, 10, static/dist2protect, 58600, 58700, 64, 8, 0.623611916120666, 0.624210247330334, 0, 
16, 10, static/dist2protect, 58700, 59000, 270, 24, 0.242244359591563, 0.243078679287195, 0, 
16, 10, static/dist2protect, 59000, 59100, 86, 3, -0.750706253952508, -0.751246997365356, 0, 
16, 10, static/dist2protect, 59100, 59200, 71, 5, -0.0106947644163453, -0.0107034285617193, 0, 
16, 10, static/dist2protect, 59200, 59300, 73, 10, 0.728972431778493, 0.729806915050514, 1, 
16, 10, static/dist2protect, 59300, 59400, 72, 5, -0.0257326417808858, -0.0257536465014542, 0, 
16, 10, static/dist2protect, 59400, 59500, 61, 5, 0.153608286874931, 0.153723020106285, 0, 
16, 10, static/dist2protect, 59500, 59600, 50, 6, 0.577091900485774, 0.577515863814766, 0, 
16, 10, static/dist2protect, 59600, 59800, 106, 19, 1.04805292568784, 1.0500438715966, 1, 
16, 10, static/dist2protect, 59800, 59900, 45, 5, 0.490080523496144, 0.490392660863756, 0, 
16, 10, static/dist2protect, 59900, 60000, 44, 2, -0.475000372547443, -0.475196272790232, 0, 
16, 10, static/dist2protect, 60000, 60100, 52, 1, -1.36230356754835, -1.36277157506443, 0, 
16, 10, static/dist2protect, 60100, 60200, 37, 1, -1.01399687328013, -1.01427982469285, 0, 
16, 10, static/dist2protect, 60200, 60300, 36, 5, 0.744972773124934, 0.745395933196803, 0, 
16, 10, static/dist2protect, 60300, 60400, 35, 1, -0.956838459440182, -0.95709673929304, 0, 
16, 10, static/dist2protect, 60400, 60500, 46, 7, 0.851870568101647, 0.852517414599588, 1, 
16, 10, static/dist2protect, 60500, 61100, 238, 28, 0.554619044633715, 0.556545342777672, 1, 
16, 10, static/dist2protect, 61100, 61200, 27, 2, 0.0437934208677244, 0.0438072250042086, 0, 
16, 10, static/dist2protect, 61200, 61300, 23, 1, -0.521520388182336, -0.521630651457068, 0, 
16, 10, static/dist2protect, 61300, 61400, 22, 0, 0, 0, 0, 
16, 10, static/dist2protect, 61400, 61600, 32, 3, 0.300838523857616, 0.300964085192779, 0, 
16, 10, static/dist2protect, 61600, 61700, 8, 1, 0.623611916120666, 0.623686642764512, 0, 
16, 10, static/dist2protect, 61700, 61800, 8, 0, 0, 0, 0, 
16, 10, static/dist2protect, 61800, 62400, 7, 0, 0, 0, 0, 
16, 10, static/dist2road, 0, 100, 2505, 269, 0.451789610502829, 0.468114925916267, 1, 
16, 10, static/dist2road, 100, 300, 10032, 841, 0.178133701790818, 0.203371395920387, 1, 
16, 10, static/dist2road, 300, 500, 6775, 472, -0.0222799387515749, -0.0241349442624733, 0, 
16, 10, static/dist2road, 500, 8900, 67998, 4628, -0.0473436888280156, -0.200297503263341, 1, 
16, 10, static/elevation, 0, 100, 38203, 1975, -0.339741836983637, -0.548833238057599, 1, 
16, 10, static/elevation, 100, 200, 41323, 3712, 0.253796319297936, 0.54129187497208, 1, 
16, 10, static/elevation, 200, 500, 7209, 522, 0.0192690310046399, 0.0210189310858471, 0, 
16, 10, static/elevation, 500, 600, 132, 1, -2.30567525802517, -2.30713081021533, 1, 
16, 10, static/elevation, 600, 700, 69, 0, 0, 0, 0, 
16, 10, static/elevation, 700, 2300, 374, 0, 0, 0, 0, 
16, 10, static/population, 0, 100, 75872, 5529, 0.0261457564096408, 0.216373369516154, 1, 
16, 10, static/population, 100, 200, 10084, 559, -0.266003661663823, -0.29661239650333, 1, 
16, 10, static/population, 200, 300, 870, 108, 0.615706736613553, 0.623810819564714, 1, 
16, 10, static/population, 300, 600, 87, 8, 0.279515754388794, 0.279830248864381, 0, 
16, 10, static/population, 600, 1400, 397, 6, -1.60742602558133, -1.61129224285049, 1, 
16, 17, distance/distance_to_1, 0, 200, 10545, 2598, -0.0288166647046119, -0.0318977458215839, 0, 
16, 17, distance/distance_to_1, 200, 6100, 97843, 24690, 0.00308108111697205, 0.0318977458215839, 0, 
16, 17, static/PlanningUnit, 0, 100, 108388, 27288, 0, 0, 0, 
16, 17, static/dist2deforest, 0, 200, 6475, 754, -0.93727061025555, -0.982404734122638, 1, 
16, 17, static/dist2deforest, 200, 300, 6649, 1286, -0.338750978180338, -0.358893539825485, 1, 
16, 17, static/dist2deforest, 300, 400, 5199, 1163, -0.155015312949813, -0.162507693784488, 1, 
16, 17, static/dist2deforest, 400, 600, 10619, 2764, 0.0447645502028615, 0.0496863904791307, 1, 
16, 17, static/dist2deforest, 600, 14900, 79446, 21321, 0.0863325546103701, 0.345259018307153, 1, 
16, 17, static/dist2protect, 0, 100, 2173, 327, -0.641580328160521, -0.652549736840109, 1, 
16, 17, static/dist2protect, 100, 200, 101, 36, 0.498367584565496, 0.498885915759134, 1, 
16, 17, static/dist2protect, 200, 1000, 843, 340, 0.69759136351549, 0.703907792388252, 1, 
16, 17, static/dist2protect, 1000, 1100, 111, 52, 0.962942190680731, 0.964121846504673, 1, 
16, 17, static/dist2protect, 1100, 1200, 98, 36, 0.545620469416041, 0.546175820964709, 1, 
16, 17, static/dist2protect, 1200, 1500, 306, 138, 0.892525621758968, 0.89552195529095, 1, 
16, 17, static/dist2protect, 1500, 3000, 1694, 880, 1.16719745747473, 1.18988980646973, 1, 
16, 17, static/dist2protect, 3000, 13400, 17105, 7023, 0.727674737521467, 0.892476927473198, 1, 
16, 17, static/dist2protect, 13400, 13500, 145, 28, -0.34073350861753, -0.341150594788874, 0, 
16, 17, static/dist2protect, 13500, 13600, 167, 39, -0.0992327017849481, -0.0993820250788261, 0, 
16, 17, static/dist2protect, 13600, 13700, 179, 32, -0.435460767973987, -0.436101624987206, 1, 
16, 17, static/dist2protect, 13700, 13900, 303, 61, -0.288827945978353, -0.289578460197454, 1, 
16, 17, static/dist2protect, 13900, 14200, 548, 124, -0.140215973621898, -0.140903323603566, 0, 
16, 17, static/dist2protect, 14200, 14300, 213, 64, 0.244172693419235, 0.24468187356746, 0, 
16, 17, static/dist2protect, 14300, 14400, 234, 63, 0.0907070858938954, 0.0909077281437729, 0, 
16, 17, static/dist2protect, 14400, 14600, 393, 115, 0.206546930677636, 0.207336387123909, 0, 
16, 17, static/dist2protect, 14600, 14700, 185, 60, 0.355266740924822, 0.355925434391487, 1, 
16, 17, static/dist2protect, 14700, 22400, 17991, 5205, 0.19050479572742, 0.230575521587403, 1, 
16, 17, static/dist2protect, 22400, 22900, 1269, 327, 0.0311908123259129, 0.0315632059020395, 0, 
16, 17, static/dist2protect, 22900, 23100, 485, 107, -0.172829445152659, -0.173572408217179, 0, 
16, 17, static/dist2protect, 23100, 24600, 3832, 932, -0.0458972852839515, -0.0475595067892821, 0, 
16, 17, static/dist2protect, 24600, 24700, 247, 87, 0.479970219425779, 0.481188705536447, 1, 
16, 17, static/dist2protect, 24700, 24800, 200, 61, 0.265635847047642, 0.266158360271673, 0, 
16, 17, static/dist2protect, 24800, 26000, 2632, 716, 0.104921124434862, 0.107601436836375, 1, 
16, 17, static/dist2protect, 26000, 26100, 214, 46, -0.206086666909141, -0.206473187022366, 0, 
16, 17, static/dist2protect, 26100, 26400, 674, 162, -0.0614923738021011, -0.0618712122939838, 0, 
16, 17, static/dist2protect, 26400, 26500, 220, 44, -0.297058445114868, -0.297617231883795, 0, 
16, 17, static/dist2protect, 26500, 62400, 55826, 10183, -0.410894675453281, -0.771180715189658, 1, 
16, 17, static/dist2road, 0, 100, 3650, 1414, 0.630969928186551, 0.65622025864884, 1, 
16, 17, static/dist2road, 100, 500, 23488, 7994, 0.427474324084444, 0.562111396513214, 1, 
16, 17, static/dist2road, 500, 600, 5636, 1641, 0.199498148894738, 0.211003756487129, 1, 
16, 17, static/dist2road, 600, 1800, 39943, 10126, 0.00926358889876179, 0.0146893487501231, 0, 
16, 17, static/dist2road, 1800, 1900, 2431, 490, -0.287317276059315, -0.293421961918931, 1, 
16, 17, static/dist2road, 1900, 3300, 22103, 3886, -0.455738957088421, -0.556520504983677, 1, 
16, 17, static/dist2road, 3300, 3400, 1029, 151, -0.67113084081517, -0.676467075696115, 1, 
16, 17, static/dist2road, 3400, 8900, 10108, 1586, -0.592200015860041, -0.643342896145253, 1, 
16, 17, static/elevation, 0, 100, 45644, 9416, -0.258186014549704, -0.426843180675536, 1, 
16, 17, static/elevation, 100, 200, 45357, 7746, -0.490884063704415, -0.780177942678079, 1, 
16, 17, static/elevation, 200, 300, 9719, 5557, 1.37829858233136, 1.55332275649378, 1, 
16, 17, static/elevation, 300, 2300, 7668, 4569, 1.47745079978055, 1.62173495209596, 1, 
16, 17, static/population, 0, 100, 94586, 24243, 0.0239805558023079, 0.196800444085293, 1, 
16, 17, static/population, 100, 200, 12023, 2498, -0.249193593304356, -0.278124004372299, 1, 
16, 17, static/population, 200, 300, 1164, 402, 0.449741448937397, 0.455142562321933, 1, 
16, 17, static/population, 300, 1400, 615, 145, -0.0867630362785073, -0.0872473498358163, 0, 
17, 10, distance/distance_to_1, 0, 200, 5033, 682, -0.126304372300282, -0.13817609673973, 1, 
17, 10, distance/distance_to_1, 200, 900, 27003, 4293, 0.0610073857018924, 0.12016649204161, 1, 
17, 10, distance/distance_to_1, 900, 6100, 24006, 3487, -0.0454825659011605, -0.0786413121138228, 1, 
17, 10, static/PlanningUnit, 0, 100, 56042, 8462, 0, 0, 0, 
17, 10, static/dist2deforest, 0, 200, 3378, 159, -1.28109487650164, -1.33217801929901, 1, 
17, 10, static/dist2deforest, 200, 300, 2789, 300, -0.389026875134455, -0.406660394641448, 1, 
17, 10, static/dist2deforest, 300, 500, 3987, 541, -0.124723185664457, -0.133837138262647, 1, 
17, 10, static/dist2deforest, 500, 1200, 13359, 2151, 0.0761319938278229, 0.100810146512451, 1, 
17, 10, static/dist2deforest, 1200, 1300, 1551, 327, 0.406907660401918, 0.420255700626125, 1, 
17, 10, static/dist2deforest, 1300, 3200, 17563, 3102, 0.187418646698628, 0.2817348548635, 1, 
17, 10, static/dist2deforest, 3200, 3300, 516, 73, -0.0762833763198087, -0.0769733974986611, 0, 
17, 10, static/dist2deforest, 3300, 3500, 1011, 119, -0.287515686891544, -0.292278331048042, 1, 
17, 10, static/dist2deforest, 3500, 3700, 913, 128, -0.0868265012858554, -0.0882206272538332, 0, 
17, 10, static/dist2deforest, 3700, 5700, 5896, 705, -0.269656880438024, -0.298190599906859, 1, 
17, 10, static/dist2deforest, 5700, 5800, 226, 11, -1.24591580275236, -1.24914397356414, 1, 
17, 10, static/dist2deforest, 5800, 5900, 193, 15, -0.746906396612939, -0.748880276031523, 1, 
17, 10, static/dist2deforest, 5900, 6000, 204, 30, -0.0310309649754378, -0.031143106382729, 0, 
17, 10, static/dist2deforest, 6000, 6200, 425, 50, -0.288076067965329, -0.290062459198238, 0, 
17, 10, static/dist2deforest, 6200, 6400, 391, 60, 0.0190531394219736, 0.0191879037924741, 0, 
17, 10, static/dist2deforest, 6400, 6600, 342, 45, -0.160242696455444, -0.161172296400305, 0, 
17, 10, static/dist2deforest, 6600, 6700, 151, 15, -0.477777732056906, -0.478865965212172, 0, 
17, 10, static/dist2deforest, 6700, 6800, 139, 17, -0.243980748100105, -0.244537141567238, 0, 
17, 10, static/dist2deforest, 6800, 7800, 1088, 160, -0.0310309649754378, -0.0316385683544174, 0, 
17, 10, static/dist2deforest, 7800, 7900, 65, 20, 0.915896736360607, 0.917316818234358, 1, 
17, 10, static/dist2deforest, 7900, 8000, 62, 14, 0.494683271284304, 0.495329760171242, 0, 
17, 10, static/dist2deforest, 8000, 8100, 67, 11, 0.0993705346401573, 0.0994936510969171, 0, 
17, 10, static/dist2deforest, 8100, 8200, 60, 13, 0.441628708328414, 0.442177871245547, 0, 
17, 10, static/dist2deforest, 8200, 8500, 209, 34, 0.0884015032695832, 0.0887427631206271, 0, 
17, 10, static/dist2deforest, 8500, 10000, 820, 159, 0.301977314945481, 0.306956177773829, 1, 
17, 10, static/dist2deforest, 10000, 10100, 35, 11, 0.946668395027361, 0.947464628884378, 1, 
17, 10, static/dist2deforest, 10100, 10400, 79, 18, 0.506324846299789, 0.507171394798702, 0, 
17, 10, static/dist2deforest, 10400, 10500, 16, 1, -0.981223248525274, -0.981420374386154, 0, 
17, 10, static/dist2deforest, 10500, 10600, 18, 2, -0.3526145891029, -0.352714542722635, 0, 
17, 10, static/dist2deforest, 10600, 10700, 19, 4, 0.405071112594616, 0.405228617625804, 0, 
17, 10, static/dist2deforest, 10700, 10800, 21, 6, 0.810536220702781, 0.810930216216329, 0, 
17, 10, static/dist2deforest, 10800, 10900, 15, 6, 1.32136184446877, 1.32188197519944, 1, 
17, 10, static/dist2deforest, 10900, 14800, 434, 155, 1.13904028767482, 1.1516462391644, 1, 
17, 10, static/dist2protect, 0, 100, 1552, 77, -1.2257808943433, -1.2481308382043, 1, 
17, 10, static/dist2protect, 100, 200, 76, 5, -0.926415012030279, -0.927317298630366, 1, 
17, 10, static/dist2protect, 200, 300, 62, 7, -0.334596083600222, -0.334925130153208, 0, 
17, 10, static/dist2protect, 300, 600, 141, 26, 0.239991362235168, 0.240648744375466, 0, 
17, 10, static/dist2protect, 600, 700, 50, 7, -0.0884630140613132, -0.0885395938018251, 0, 
17, 10, static/dist2protect, 700, 900, 161, 38, 0.552228756930904, 0.554141067406846, 1, 
17, 10, static/dist2protect, 900, 1500, 545, 98, 0.209235836633939, 0.211445495124186, 0, 
17, 10, static/dist2protect, 1500, 1600, 79, 10, -0.204694459026278, -0.204963248179325, 0, 
17, 10, static/dist2protect, 1600, 1700, 76, 6, -0.729908820244368, -0.730671806190411, 0, 
17, 10, static/dist2protect, 1700, 1800, 95, 14, -0.0285648724802443, -0.0286128938336789, 0, 
17, 10, static/dist2protect, 1800, 3200, 1414, 166, -0.290482807995894, -0.297250364429956, 1, 
17, 10, static/dist2protect, 3200, 3300, 156, 1, -3.31659816434231, -3.31974297104053, 1, 
17, 10, static/dist2protect, 3300, 3500, 340, 8, -1.99886647465972, -2.00492280437968, 1, 
17, 10, static/dist2protect, 3500, 3700, 301, 12, -1.4546930857475, -1.45936647714162, 1, 
17, 10, static/dist2protect, 3700, 3800, 112, 2, -2.28050623265554, -2.28258442628738, 1, 
17, 10, static/dist2protect, 3800, 4300, 575, 18, -1.70536652945418, -1.7150127683034, 1, 
17, 10, static/dist2protect, 4300, 4500, 217, 10, -1.30330674769439, -1.30648435387252, 1, 
17, 10, static/dist2protect, 4500, 4600, 97, 6, -0.992273084711859, -0.993478180582049, 1, 
17, 10, static/dist2protect, 4600, 4700, 106, 2, -2.22441676600449, -2.2263685720053, 1, 
17, 10, static/dist2protect, 4700, 4800, 89, 3, -1.62890805500846, -1.63036258363467, 1, 
17, 10, static/dist2protect, 4800, 4900, 91, 0, 0, 0, 0, 
17, 10, static/dist2protect, 4900, 5000, 93, 3, -1.67437042908522, -1.675909182423, 1, 
17, 10, static/dist2protect, 5000, 5100, 97, 7, -0.827072568698016, -0.828138341064465, 1, 
17, 10, static/dist2protect, 5100, 5200, 102, 12, -0.288076067965329, -0.288550299350317, 0, 
17, 10, static/dist2protect, 5200, 5300, 100, 4, -1.45122687777101, -1.45277375720696, 1, 
17, 10, static/dist2protect, 5300, 5400, 89, 8, -0.588180660415667, -0.588938656949794, 0, 
17, 10, static/dist2protect, 5400, 5500, 88, 15, 0.144417712530755, 0.144656479812449, 0, 
17, 10, static/dist2protect, 5500, 5600, 117, 15, -0.190095659605125, -0.190467515072309, 0, 
17, 10, static/dist2protect, 5600, 5700, 104, 9, -0.629825361687386, -0.630759850516196, 0, 
17, 10, static/dist2protect, 5700, 6000, 322, 22, -0.885913068720949, -0.889634956807908, 1, 
17, 10, static/dist2protect, 6000, 6100, 113, 1, -2.99167191871816, -2.99391044143457, 1, 
17, 10, static/dist2protect, 6100, 6300, 191, 5, -1.88948180870217, -1.89280762366885, 1, 
17, 10, static/dist2protect, 6300, 6400, 81, 5, -0.994468475275295, -0.995476010630912, 1, 
17, 10, static/dist2protect, 6400, 6500, 63, 8, -0.201064690975699, -0.20127545732274, 0, 
17, 10, static/dist2protect, 6500, 6700, 176, 18, -0.445396322553866, -0.446593149072091, 0, 
17, 10, static/dist2protect, 6700, 6800, 85, 1, -2.70398984626638, -2.7056386718173, 1, 
17, 10, static/dist2protect, 6800, 7200, 408, 14, -1.61046662710574, -1.61712606822206, 1, 
17, 10, static/dist2protect, 7200, 7300, 111, 11, -0.480447960612785, -0.481251121010599, 0, 
17, 10, static/dist2protect, 7300, 7400, 109, 8, -0.808852022584488, -0.81003116928593, 1, 
17, 10, static/dist2protect, 7400, 7500, 87, 4, -1.30571929409977, -1.30699243457569, 1, 
17, 10, static/dist2protect, 7500, 7600, 89, 1, -2.75050986190127, -2.75224290861702, 1, 
17, 10, static/dist2protect, 7600, 7700, 80, 2, -1.93673469355271, -1.93813900433043, 1, 
17, 10, static/dist2protect, 7700, 7800, 93, 4, -1.37551505603531, -1.37691452825857, 1, 
17, 10, static/dist2protect, 7800, 7900, 82, 2, -1.962052501537, -1.96349891669147, 1, 
17, 10, static/dist2protect, 7900, 8100, 180, 12, -0.912230377038323, -0.914348409767087, 1, 
17, 10, static/dist2protect, 8100, 9300, 882, 44, -1.22000151398689, -1.23255761881537, 1, 
17, 10, static/dist2protect, 9300, 9400, 84, 7, -0.671068320221435, -0.671860388207957, 0, 
17, 10, static/dist2protect, 9400, 9600, 157, 10, -0.961020541207755, -0.962932404542383, 1, 
17, 10, static/dist2protect, 9600, 9700, 80, 3, -1.51836618060864, -1.5196312295665, 1, 
17, 10, static/dist2protect, 9700, 9900, 190, 11, -1.06266358046545, -1.06513198507982, 1, 
17, 10, static/dist2protect, 9900, 10300, 367, 31, -0.656297002901122, -0.659713682668996, 1, 
17, 10, static/dist2protect, 10300, 10500, 166, 10, -1.02044396167856, -1.02254558433568, 1, 
17, 10, static/dist2protect, 10500, 10600, 63, 2, -1.69089973103643, -1.69194622616958, 1, 
17, 10, static/dist2protect, 10600, 10700, 63, 3, -1.26890532097706, -1.26981256182148, 1, 
17, 10, static/dist2protect, 10700, 11900, 838, 55, -0.928972558181396, -0.939045104606651, 1, 
17, 10, static/dist2protect, 11900, 12000, 72, 2, -1.82852110891248, -1.82975701990872, 1, 
17, 10, static/dist2protect, 12000, 12100, 72, 6, -0.671068320221435, -0.671747116909977, 0, 
17, 10, static/dist2protect, 12100, 12200, 69, 3, -1.36421550078138, -1.36524901222386, 1, 
17, 10, static/dist2protect, 12200, 12400, 189, 13, -0.878707684999679, -0.880876115421121, 1, 
17, 10, static/dist2protect, 12400, 12500, 84, 8, -0.524464846029559, -0.525117582729689, 0, 
17, 10, static/dist2protect, 12500, 13900, 973, 74, -0.770390988690515, -0.780682824667498, 1, 
17, 10, static/dist2protect, 13900, 14000, 76, 1, -2.59066116095937, -2.59212051481996, 1, 
17, 10, static/dist2protect, 14000, 14100, 86, 3, -1.59340136655155, -1.59479273129905, 1, 
17, 10, static/dist2protect, 14100, 14200, 79, 4, -1.20436679983948, -1.205471522808, 1, 
17, 10, static/dist2protect, 14200, 14300, 81, 2, -1.94947371933014, -1.95089908207464, 1, 
17, 10, static/dist2protect, 14300, 14400, 71, 3, -1.39406846393106, -1.39514406911632, 1, 
17, 10, static/dist2protect, 14400, 14500, 59, 4, -0.894211871535645, -0.894895674788384, 0, 
17, 10, static/dist2protect, 14500, 14700, 138, 13, -0.536537427263828, -0.537630577429017, 0, 
17, 10, static/dist2protect, 14700, 14800, 84, 6, -0.838122404884601, -0.839053790612121, 1, 
17, 10, static/dist2protect, 14800, 14900, 73, 8, -0.368118775638865, -0.368539979697121, 0, 
17, 10, static/dist2protect, 14900, 15100, 123, 19, 0.0268750326020038, 0.0269347045319638, 0, 
17, 10, static/dist2protect, 15100, 15200, 57, 4, -0.857170599855295, -0.857812320879354, 0, 
17, 10, static/dist2protect, 15200, 15400, 150, 20, -0.144975224324656, -0.145344899205961, 0, 
17, 10, static/dist2protect, 15400, 15800, 296, 31, -0.41891566892414, -0.420830640481418, 1, 
17, 10, static/dist2protect, 15800, 15900, 90, 13, -0.0520291118152113, -0.0521112886218983, 0, 
17, 10, static/dist2protect, 15900, 16000, 84, 17, 0.355347677242186, 0.355949532211917, 0, 
17, 10, static/dist2protect, 16000, 16100, 83, 7, -0.657996238654082, -0.658767255560157, 0, 
17, 10, static/dist2protect, 16100, 16200, 81, 17, 0.40115721327348, 0.401822206864074, 0, 
17, 10, static/dist2protect, 16200, 16300, 69, 11, 0.064279214828887, 0.0643602464004272, 0, 
17, 10, static/dist2protect, 16300, 16400, 89, 9, -0.457975104760726, -0.458593754243857, 0, 
17, 10, static/dist2protect, 16400, 16500, 88, 11, -0.219083196478377, -0.219402059676702, 0, 
17, 10, static/dist2protect, 16500, 16900, 387, 38, -0.490658809899106, -0.493520080640561, 1, 
17, 10, static/dist2protect, 16900, 17000, 96, 6, -0.981223248525274, -0.982407287109116, 1, 
17, 10, static/dist2protect, 17000, 17100, 107, 1, -2.93661214153513, -2.93872427129567, 1, 
17, 10, static/dist2protect, 17100, 17200, 97, 3, -1.71785554102496, -1.71947852616872, 1, 
17, 10, static/dist2protect, 17200, 17300, 94, 8, -0.648078801996736, -0.648942069445659, 0, 
17, 10, static/dist2protect, 17300, 17400, 115, 18, 0.0424877319697177, 0.0425764016508548, 0, 
17, 10, static/dist2protect, 17400, 17600, 226, 25, -0.357602130613939, -0.358876785818337, 0, 
17, 10, static/dist2protect, 17600, 17800, 232, 35, -0.0010287146716389, -0.00103298945700726, 0, 
17, 10, static/dist2protect, 17800, 18000, 248, 30, -0.256470728549998, -0.25751145351211, 0, 
17, 10, static/dist2protect, 18000, 18100, 95, 8, -0.659639624397812, -0.660523947359596, 0, 
17, 10, static/dist2protect, 18100, 18200, 81, 9, -0.3526145891029, -0.353064831714633, 0, 
17, 10, static/dist2protect, 18200, 18400, 159, 14, -0.61084946022838, -0.612245786924381, 1, 
17, 10, static/dist2protect, 18400, 18500, 88, 13, -0.0257118034978378, -0.0257518785867686, 0, 
17, 10, static/dist2protect, 18500, 23200, 4845, 842, 0.167807607826689, 0.184733773781231, 1, 
17, 10, static/dist2protect, 23200, 23300, 115, 35, 0.900148379392468, 0.902610301065911, 1, 
17, 10, static/dist2protect, 23300, 23400, 107, 43, 1.32914398491083, 1.33289247240566, 1, 
17, 10, static/dist2protect, 23400, 24000, 548, 164, 0.876050827813407, 0.887518496563468, 1, 
17, 10, static/dist2protect, 24000, 24100, 100, 9, -0.586807976603695, -0.587658231852739, 0, 
17, 10, static/dist2protect, 24100, 24200, 108, 26, 0.578204243334165, 0.579556633031687, 1, 
17, 10, static/dist2protect, 24200, 24300, 128, 39, 0.901752228974443, 0.904499436468259, 1, 
17, 10, static/dist2protect, 24300, 29900, 7487, 1824, 0.593905057097408, 0.709958863789091, 1, 
17, 10, static/dist2protect, 29900, 30600, 669, 131, 0.314165715616303, 0.318396085739947, 1, 
17, 10, static/dist2protect, 30600, 30900, 310, 72, 0.531222397921516, 0.534752775629665, 1, 
17, 10, static/dist2protect, 30900, 31100, 200, 62, 0.926707652464823, 0.931156906355464, 1, 
17, 10, static/dist2protect, 31100, 31400, 253, 63, 0.622937606807982, 0.626409239067053, 1, 
17, 10, static/dist2protect, 31400, 31500, 85, 11, -0.179342867828863, -0.179598579115243, 0, 
17, 10, static/dist2protect, 31500, 31600, 90, 8, -0.600450753007481, -0.601229802838029, 0, 
17, 10, static/dist2protect, 31600, 31700, 106, 16, -0.00039399551354796, -0.000394742041205221, 0, 
17, 10, static/dist2protect, 31700, 31800, 107, 19, 0.19392911726517, 0.194325744804417, 0, 
17, 10, static/dist2protect, 31800, 31900, 117, 25, 0.423914200396096, 0.424937500180586, 0, 
17, 10, static/dist2protect, 31900, 33500, 1736, 302, 0.16903094879224, 0.17477011054226, 1, 
17, 10, static/dist2protect, 33500, 33600, 126, 6, -1.26890532097706, -1.27072127111431, 1, 
17, 10, static/dist2protect, 33600, 33800, 278, 25, -0.587686711282384, -0.590059501878955, 1, 
17, 10, static/dist2protect, 33800, 33900, 119, 17, -0.0649325166511191, -0.0650675736327069, 0, 
17, 10, static/dist2protect, 33900, 35700, 1753, 214, -0.246085166240092, -0.253350561670619, 1, 
17, 10, static/dist2protect, 35700, 42100, 5796, 600, -0.431887769997408, -0.473984817044298, 1, 
17, 10, static/dist2protect, 42100, 42200, 113, 1, -2.99167191871816, -2.99391044143457, 1, 
17, 10, static/dist2protect, 42200, 42300, 118, 4, -1.62307713469767, -1.62500316105759, 1, 
17, 10, static/dist2protect, 42300, 42600, 339, 23, -0.893421045080827, -0.897362909484623, 1, 
17, 10, static/dist2protect, 42600, 42700, 105, 15, -0.0649325166511191, -0.065051655412384, 0, 
17, 10, static/dist2protect, 42700, 42800, 106, 10, -0.534936145896855, -0.535773386036313, 0, 
17, 10, static/dist2protect, 42800, 42900, 100, 13, -0.174131808616111, -0.174424520604005, 0, 
17, 10, static/dist2protect, 42900, 43000, 90, 9, -0.470397624759284, -0.471037327095603, 0, 
17, 10, static/dist2protect, 43000, 43100, 105, 14, -0.144975224324656, -0.145233798590815, 0, 
17, 10, static/dist2protect, 43100, 43200, 114, 18, 0.0528505190052644, 0.052960248633542, 0, 
17, 10, static/dist2protect, 43200, 43300, 114, 14, -0.239285903795897, -0.239734013595271, 0, 
17, 10, static/dist2protect, 43300, 43400, 91, 7, -0.758079697211064, -0.75901913517017, 0, 
17, 10, static/dist2protect, 43400, 44600, 1093, 105, -0.514895395013408, -0.523393006035423, 1, 
17, 10, static/dist2protect, 44600, 44700, 87, 27, 0.928319256359164, 0.930253262838686, 1, 
17, 10, static/dist2protect, 44700, 44800, 83, 20, 0.579424499739394, 0.580465841550544, 1, 
17, 10, static/dist2protect, 44800, 44900, 76, 12, 0.0528505190052644, 0.0529236214865393, 0, 
17, 10, static/dist2protect, 44900, 45200, 246, 32, -0.173413159645189, -0.174132212495347, 0, 
17, 10, static/dist2protect, 45200, 45300, 72, 11, 0.0138483612019952, 0.0138662621246366, 0, 
