name_common,name_sp,class,name_parameter,value,unit
robusta coffee,Coffea canephora,S1,clim_dry_months,2-3,bulan
robusta coffee,Coffea canephora,S1,clim_humidity,45-80,%
robusta coffee,Coffea canephora,S2,clim_dry_months,3-5,bulan
robusta coffee,Coffea canephora,S2,clim_dry_months,2<,bulan
robusta coffee,Coffea canephora,S2,clim_humidity,80-90,%
robusta coffee,Coffea canephora,S3,clim_dry_months,5-6,bulan
robusta coffee,Coffea canephora,S3,clim_humidity,>90,%
robusta coffee,Coffea canephora,N,clim_dry_months,>6,bulan
robusta coffee,Coffea canephora,N,clim_humidity,30<,%
robusta coffee,Coffea canephora,S2,clim_humidity,35-45,%
robusta coffee,Coffea canephora,S3,clim_humidity,30-35,%
robusta coffee,Coffea canephora,S1,clim_precipitation_tot,2000-3000,mm
robusta coffee,Coffea canephora,S2,clim_precipitation_tot,1750-2000,mm
robusta coffee,Coffea canephora,S2,clim_precipitation_tot,3000-3500,mm
robusta coffee,Coffea canephora,S3,clim_precipitation_tot,1500-1750,mm
robusta coffee,Coffea canephora,S3,clim_precipitation_tot,3500-4000,mm
robusta coffee,Coffea canephora,N,clim_precipitation_tot,1500<,mm
robusta coffee,Coffea canephora,N,clim_precipitation_tot,>4000,mm
robusta coffee,Coffea canephora,S1,clim_temperature_avg,20-24,°C
robusta coffee,Coffea canephora,S2,clim_temperature_avg,24-28,°C
robusta coffee,Coffea canephora,S3,clim_temperature_avg,18-20,°C
robusta coffee,Coffea canephora,S3,clim_temperature_avg,28-32,°C
robusta coffee,Coffea canephora,N,clim_temperature_avg,18<,°C
robusta coffee,Coffea canephora,N,clim_temperature_avg,>32,°C
robusta coffee,Coffea canephora,S1,soil_base_saturation,>20,%
robusta coffee,Coffea canephora,S2,soil_base_saturation,20<,%
robusta coffee,Coffea canephora,S1,soil_cec,>16,cmol
robusta coffee,Coffea canephora,S2,soil_cec,5-16,cmol
robusta coffee,Coffea canephora,S3,soil_cec,5<,cmol
robusta coffee,Coffea canephora,S1,soil_coarse_fragments,15<,%
robusta coffee,Coffea canephora,S2,soil_coarse_fragments,15-35,%
robusta coffee,Coffea canephora,S3,soil_coarse_fragments,35-60,%
robusta coffee,Coffea canephora,N,soil_coarse_fragments,>60,%
robusta coffee,Coffea canephora,S1,soil_depth,>100,cm
robusta coffee,Coffea canephora,S2,soil_depth,75-100,cm
robusta coffee,Coffea canephora,S3,soil_depth,50-75,cm
robusta coffee,Coffea canephora,N,soil_depth,50<,cm
robusta coffee,Coffea canephora,S1,soil_drainage,baik,unitless
robusta coffee,Coffea canephora,S2,soil_drainage,sedang,unitless
robusta coffee,Coffea canephora,S3,soil_drainage,agakterhambat;agakcepat,unitless
robusta coffee,Coffea canephora,N,soil_drainage,terhambat;sangatterhambat;cepat,unitless
robusta coffee,Coffea canephora,S1,soil_erosion_risk,0.15<,unitless
robusta coffee,Coffea canephora,S2,soil_erosion_risk,0.15-0.9,unitless
robusta coffee,Coffea canephora,S2,soil_erosion_risk,0.9-1.8,unitless
robusta coffee,Coffea canephora,S3,soil_erosion_risk,1.8-4.8,unitless
robusta coffee,Coffea canephora,N,soil_erosion_risk,>4.8,unitless
robusta coffee,Coffea canephora,S3,soil_flood_height,25,cm
robusta coffee,Coffea canephora,N,soil_flood_height,>25,cm
robusta coffee,Coffea canephora,S3,soil_flood_length,7<,hari
robusta coffee,Coffea canephora,N,soil_flood_length,>7,hari
robusta coffee,Coffea canephora,S1,soil_k2o,>20,mg/100 g
robusta coffee,Coffea canephora,S2,soil_k2o,10-20,mg/100 g
robusta coffee,Coffea canephora,S3,soil_k2o,10<,mg/100 g
robusta coffee,Coffea canephora,S1,soil_nitrogen,>0.2,%
robusta coffee,Coffea canephora,S2,soil_nitrogen,0.10-0.20,%
robusta coffee,Coffea canephora,S3,soil_nitrogen,0.10<,%
robusta coffee,Coffea canephora,S1,soil_organic_c,>1.2,%
robusta coffee,Coffea canephora,S2,soil_organic_c,0.8-1.2,%
robusta coffee,Coffea canephora,S3,soil_organic_c,0.8<,%
robusta coffee,Coffea canephora,S1,soil_outcrop,5<,%
robusta coffee,Coffea canephora,S2,soil_outcrop,5-15,%
robusta coffee,Coffea canephora,S3,soil_outcrop,15-25,%
robusta coffee,Coffea canephora,N,soil_outcrop,>25,%
robusta coffee,Coffea canephora,S1,soil_p2o5,>40,mg/100 g
