name_common,name_sp,class,name_parameter,value,unit
citrus,Citrus aurantium,S1,clim_dry_months,2.5-4,bulan
citrus,Citrus aurantium,S2,clim_dry_months,4-5,bulan
citrus,Citrus aurantium,S3,clim_dry_months,5-6,bulan
citrus,Citrus aurantium,N,clim_dry_months,>6,bulan
citrus,Citrus aurantium,N,clim_dry_months,2.5<,bulan
citrus,Citrus aurantium,S1,clim_humidity,50-90,%
citrus,Citrus aurantium,S2,clim_humidity,50<,%
citrus,Citrus aurantium,S2,clim_humidity,>90,%
citrus,Citrus aurantium,S1,clim_precipitation_tot,1200-3000,mm
citrus,Citrus aurantium,S2,clim_precipitation_tot,1000-1200,mm
citrus,Citrus aurantium,S2,clim_precipitation_tot,3000-3500,mm
citrus,Citrus aurantium,S3,clim_precipitation_tot,800-1000,mm
citrus,Citrus aurantium,S3,clim_precipitation_tot,3000-4000,mm
citrus,Citrus aurantium,N,clim_precipitation_tot,800<,mm
citrus,Citrus aurantium,N,clim_precipitation_tot,>4000,mm
citrus,Citrus aurantium,S1,clim_temperature_avg,19-33,°C
citrus,Citrus aurantium,S2,clim_temperature_avg,33-36,°C
citrus,Citrus aurantium,S2,clim_temperature_avg,16-19,°C
citrus,Citrus aurantium,S3,clim_temperature_avg,36-39,°C
citrus,Citrus aurantium,S3,clim_temperature_avg,13-16,°C
citrus,Citrus aurantium,N,clim_temperature_avg,>39,°C
citrus,Citrus aurantium,N,clim_temperature_avg,13<,°C
citrus,Citrus aurantium,S1,soil_base_saturation,>20,%
citrus,Citrus aurantium,S2,soil_base_saturation,20<,%
citrus,Citrus aurantium,S1,soil_cec,>16,cmol
citrus,Citrus aurantium,S2,soil_cec,5-16,cmol
citrus,Citrus aurantium,S3,soil_cec,5<,cmol
citrus,Citrus aurantium,S1,soil_coarse_fragments,15<,%
citrus,Citrus aurantium,S2,soil_coarse_fragments,15-35,%
citrus,Citrus aurantium,S3,soil_coarse_fragments,35-55,%
citrus,Citrus aurantium,N,soil_coarse_fragments,>55,%
citrus,Citrus aurantium,S1,soil_depth,>100,cm
