name_common,name_sp,class,name_parameter,value,unit
 stinky beans,Parkia speciosa HASSK,S1,clim_humidity,>42,%
 stinky beans,Parkia speciosa HASSK,S2,clim_humidity,36-42,%
 stinky beans,Parkia speciosa HASSK,S3,clim_humidity,30-36,%
 stinky beans,Parkia speciosa HASSK,N,clim_humidity,30<,%
 stinky beans,Parkia speciosa HASSK,S1,clim_precipitation_tot,1000-2000,mm
 stinky beans,Parkia speciosa HASSK,S2,clim_precipitation_tot,500-1000,mm
 stinky beans,Parkia speciosa HASSK,S2,clim_precipitation_tot,2000-3000,mm
 stinky beans,Parkia speciosa HASSK,S3,clim_precipitation_tot,250-500,mm
 stinky beans,Parkia speciosa HASSK,S3,clim_precipitation_tot,3000-4000,mm
 stinky beans,Parkia speciosa HASSK,N,clim_precipitation_tot,250<,mm
 stinky beans,Parkia speciosa HASSK,N,clim_precipitation_tot,>4000,mm
 stinky beans,Parkia speciosa HASSK,S1,clim_temperature_avg,18-25,°C
 stinky beans,Parkia speciosa HASSK,S2,clim_temperature_avg,25-30,°C
 stinky beans,Parkia speciosa HASSK,S2,clim_temperature_avg,15-18,°C
 stinky beans,Parkia speciosa HASSK,S3,clim_temperature_avg,30-35,°C
 stinky beans,Parkia speciosa HASSK,S3,clim_temperature_avg,10-15,°C
 stinky beans,Parkia speciosa HASSK,N,clim_temperature_avg,>35,°C
 stinky beans,Parkia speciosa HASSK,N,clim_temperature_avg,10<,°C
 stinky beans,Parkia speciosa HASSK,S1,soil_base_saturation,>35,%
 stinky beans,Parkia speciosa HASSK,S2,soil_base_saturation,20-35,%
 stinky beans,Parkia speciosa HASSK,S3,soil_base_saturation,20<,%
 stinky beans,Parkia speciosa HASSK,S1,soil_cec,>16,cmol
 stinky beans,Parkia speciosa HASSK,S2,soil_cec,5-16,cmol
 stinky beans,Parkia speciosa HASSK,S3,soil_cec,5<,cmol
 stinky beans,Parkia speciosa HASSK,S1,soil_coarse_fragments,15<,%
 stinky beans,Parkia speciosa HASSK,S2,soil_coarse_fragments,15-35,%
 stinky beans,Parkia speciosa HASSK,S3,soil_coarse_fragments,35-55,%
 stinky beans,Parkia speciosa HASSK,N,soil_coarse_fragments,>55,%
 stinky beans,Parkia speciosa HASSK,S1,soil_depth,>100,cm
 stinky beans,Parkia speciosa HASSK,S2,soil_depth,75-100,cm
 stinky beans,Parkia speciosa HASSK,S3,soil_depth,50-75,cm
 stinky beans,Parkia speciosa HASSK,N,soil_depth,50<,cm
 stinky beans,Parkia speciosa HASSK,S1,soil_drainage,baik;sedang,unitless
 stinky beans,Parkia speciosa HASSK,S2,soil_drainage,agakterhambat,unitless
 stinky beans,Parkia speciosa HASSK,S3,soil_drainage,terhambat;agakcepat,unitless
 stinky beans,Parkia speciosa HASSK,N,soil_drainage,sangatterhambat;cepat,unitless
 stinky beans,Parkia speciosa HASSK,S1,soil_erosion_risk,0.15<,unitless
 stinky beans,Parkia speciosa HASSK,S2,soil_erosion_risk,0.15-0.9,unitless
 stinky beans,Parkia speciosa HASSK,S2,soil_erosion_risk,0.9-1.8,unitless
 stinky beans,Parkia speciosa HASSK,S3,soil_erosion_risk,1.8-4.8,unitless
 stinky beans,Parkia speciosa HASSK,N,soil_erosion_risk,>4.8,unitless
 stinky beans,Parkia speciosa HASSK,S1,soil_esp,15<,%
 stinky beans,Parkia speciosa HASSK,S2,soil_esp,15-20,%
 stinky beans,Parkia speciosa HASSK,S3,soil_esp,20-25,%
 stinky beans,Parkia speciosa HASSK,N,soil_esp,>25,%
 stinky beans,Parkia speciosa HASSK,N,soil_flood_height,25,cm
 stinky beans,Parkia speciosa HASSK,N,soil_flood_length,7<,hari
 stinky beans,Parkia speciosa HASSK,S1,soil_k2o,>20,mg/100 g
 stinky beans,Parkia speciosa HASSK,S2,soil_k2o,10-20,mg/100 g
 stinky beans,Parkia speciosa HASSK,S3,soil_k2o,10<,mg/100 g
 stinky beans,Parkia speciosa HASSK,S1,soil_nitrogen,>0.2,%
 stinky beans,Parkia speciosa HASSK,S2,soil_nitrogen,0.10-0.20,%
 stinky beans,Parkia speciosa HASSK,S3,soil_nitrogen,0.10<,%
 stinky beans,Parkia speciosa HASSK,S1,soil_organic_c,>1.2,%
 stinky beans,Parkia speciosa HASSK,S2,soil_organic_c,0.8-1.2,%
