name_common,name_sp,class,name_parameter,value,unit
arabica coffee,Coffea arabica,N,soil_drainage,terhambat;sangatterhambat;cepat,unitless
arabica coffee,Coffea arabica,S1,soil_elevation,1000-1500,m
arabica coffee,Coffea arabica,S2,soil_elevation,1500-1700,m
arabica coffee,Coffea arabica,S2,soil_elevation,700-1000,m
arabica coffee,Coffea arabica,S3,soil_elevation,1700-2000,m
arabica coffee,Coffea arabica,S3,soil_elevation,500-700,m
arabica coffee,Coffea arabica,N,soil_elevation,>2000,m
arabica coffee,Coffea arabica,N,soil_elevation,500<,m
arabica coffee,Coffea arabica,S1,soil_erosion_risk,0.15<,unitless
arabica coffee,Coffea arabica,S2,soil_erosion_risk,0.15-0.9,unitless
arabica coffee,Coffea arabica,S2,soil_erosion_risk,0.9-1.8,unitless
arabica coffee,Coffea arabica,S3,soil_erosion_risk,1.8-4.8,unitless
arabica coffee,Coffea arabica,N,soil_erosion_risk,>4.8,unitless
arabica coffee,Coffea arabica,N,soil_flood_height,25,cm
arabica coffee,Coffea arabica,N,soil_flood_length,7<,hari
arabica coffee,Coffea arabica,S1,soil_k2o,>20,mg/100 g
arabica coffee,Coffea arabica,S2,soil_k2o,10-20,mg/100 g
arabica coffee,Coffea arabica,S3,soil_k2o,10<,mg/100 g
arabica coffee,Coffea arabica,S1,soil_nitrogen,>0.2,%
arabica coffee,Coffea arabica,S2,soil_nitrogen,0.10-0.20,%
arabica coffee,Coffea arabica,S3,soil_nitrogen,0.10<,%
arabica coffee,Coffea arabica,S1,soil_organic_c,>2.0,%
arabica coffee,Coffea arabica,S2,soil_organic_c,0.8-2.0,%
arabica coffee,Coffea arabica,S3,soil_organic_c,0.8<,%
arabica coffee,Coffea arabica,S1,soil_outcrop,5<,%
arabica coffee,Coffea arabica,S2,soil_outcrop,5-15,%
arabica coffee,Coffea arabica,S3,soil_outcrop,15-25,%
arabica coffee,Coffea arabica,N,soil_outcrop,>25,%
arabica coffee,Coffea arabica,S1,soil_p2o5,>40,mg/100 g
arabica coffee,Coffea arabica,S2,soil_p2o5,21-40,mg/100 g
arabica coffee,Coffea arabica,S3,soil_p2o5,15-20,mg/100 g
arabica coffee,Coffea arabica,S3,soil_p2o5,15<,mg/100 g
arabica coffee,Coffea arabica,S1,soil_peat_depth,100<,cm
arabica coffee,Coffea arabica,S2,soil_peat_depth,100-200,cm
arabica coffee,Coffea arabica,S3,soil_peat_depth,200-300,cm
arabica coffee,Coffea arabica,N,soil_peat_depth,>300,cm
arabica coffee,Coffea arabica,S1,soil_peat_maturity,saprik,unitless
arabica coffee,Coffea arabica,S2,soil_peat_maturity,saprik;hemik,unitless
arabica coffee,Coffea arabica,S3,soil_peat_maturity,hemik,unitless
arabica coffee,Coffea arabica,N,soil_peat_maturity,fibrik,unitless
arabica coffee,Coffea arabica,S1,soil_ph,5.6-6.6,unitless
arabica coffee,Coffea arabica,S2,soil_ph,6.6-7.3,unitless
arabica coffee,Coffea arabica,S3,soil_ph,5.5<,unitless
arabica coffee,Coffea arabica,S3,soil_ph,>7.4,unitless
arabica coffee,Coffea arabica,S1,soil_salinity,0.5<,dS/m
arabica coffee,Coffea arabica,S3,soil_salinity,0.5-2,dS/m
arabica coffee,Coffea arabica,N,soil_salinity,>2,dS/m
arabica coffee,Coffea arabica,S1,soil_slope,8<,%
arabica coffee,Coffea arabica,S2,soil_slope,8-15,%
arabica coffee,Coffea arabica,S3,soil_slope,15-30,%
arabica coffee,Coffea arabica,N,soil_slope,>30,%
arabica coffee,Coffea arabica,S1,soil_surface_rocks,5<,%
arabica coffee,Coffea arabica,S2,soil_surface_rocks,5-15,%
arabica coffee,Coffea arabica,S3,soil_surface_rocks,15-40,%
arabica coffee,Coffea arabica,N,soil_surface_rocks,>40,%
arabica coffee,Coffea arabica,S1,soil_texture,h_ah_s,unitless
arabica coffee,Coffea arabica,S3,soil_texture,ak,unitless
arabica coffee,Coffea arabica,N,soil_texture,k_sh,unitless
